setup_ko,setup_move,atk_mul,target_ko,turns_after_1_setup
갑주무사,칼춤,2,포푸니크,2
갑주무사,칼춤,2,개굴닌자,2
갑주무사,칼춤,2,에이스번,2
갑주무사,칼춤,2,알로라 나인테일,2
갑주무사,칼춤,2,에써르(수컷),2
갑주무사,칼춤,2,워시로토무,2
갑주무사,칼춤,2,불카모스,3
갑주무사,칼춤,2,빠르모트,2
갑주무사,칼춤,2,라우드본,3
갑주무사,칼춤,2,삼삼드래,2
갑주무사,칼춤,2,메타그로스,3
갑주무사,칼춤,2,망나뇽,4
갑주무사,칼춤,2,님피아,2
갑주무사,칼춤,2,히트로토무,2
갑주무사,칼춤,2,거북왕,2
갑주무사,칼춤,2,대도각참,2
갑주무사,칼춤,2,팬텀,2
갑주무사,칼춤,2,마폭시,2
갑주무사,칼춤,2,엠페르트,2
갑주무사,칼춤,2,번치코,2
갑주무사,칼춤,2,대짱이,2
갑주무사,칼춤,2,라이츄,2
갑주무사,칼춤,2,블래키,2
갑주무사,칼춤,2,다크펫,2
갑주무사,칼춤,2,더시마사리,3
갑주무사,칼춤,2,핫삼,3
갑주무사,칼춤,2,오롱털,2
갑주무사,칼춤,2,픽시,3
갑주무사,칼춤,2,카디나르마,2
갑주무사,칼춤,2,앱솔,2
갑주무사,칼춤,2,찌리배리,3
갑주무사,칼춤,2,맘모꾸리,2
갑주무사,칼춤,2,파라블레이즈,2
갑주무사,칼춤,2,패리퍼,3
갑주무사,칼춤,2,찌르호크,3
갑주무사,칼춤,2,대검귀,2
갑주무사,칼춤,2,마기라스,2
갑주무사,칼춤,2,이어롭,2
갑주무사,칼춤,2,플라엣테,2
갑주무사,칼춤,2,배바닐라,2
갑주무사,칼춤,2,드래펄트,2
갑주무사,칼춤,2,입치트,2
갑주무사,칼춤,2,메가니움,2
갑주무사,칼춤,2,메타몽,2
갑주무사,칼춤,2,이상해꽃,3
갑주무사,칼춤,2,밀로틱,3
갑주무사,칼춤,2,스코빌런,2
갑주무사,칼춤,2,아쿠스타,2
갑주무사,칼춤,2,몰드류,2
갑주무사,칼춤,2,조로아크(히스이),2
갑주무사,칼춤,2,미끄래곤(히스이),2
갑주무사,칼춤,2,잠만보,2
갑주무사,칼춤,2,무장조,3
갑주무사,칼춤,2,클레스퍼트라,2
갑주무사,칼춤,2,창파나이트,3
갑주무사,칼춤,2,우츠보트,2
갑주무사,칼춤,2,가라르야도킹,3
갑주무사,칼춤,2,깜까미,2
갑주무사,칼춤,2,엘풍,2
갑주무사,칼춤,2,저승갓숭,3
갑주무사,칼춤,2,스트린더(하이),2
갑주무사,칼춤,2,샤미드,3
갑주무사,칼춤,2,사마자르,2
갑주무사,칼춤,2,인텔리레온,2
갑주무사,칼춤,2,깨비물거미,2
갑주무사,칼춤,2,가디안,2
갑주무사,칼춤,2,왕구리,2
갑주무사,칼춤,2,엘레이드,2
갑주무사,칼춤,2,브리무음,2
갑주무사,칼춤,2,눈여아,2
갑주무사,칼춤,2,어흥염,2
갑주무사,칼춤,2,마릴리,3
갑주무사,칼춤,2,올리르바,2
갑주무사,칼춤,2,스트린더(로우),2
갑주무사,칼춤,2,펜드라,3
갑주무사,칼춤,2,화염레오,2
갑주무사,칼춤,2,윈디(히스이),2
갑주무사,칼춤,2,캥카,2
갑주무사,칼춤,2,꿈트렁,2
갑주무사,칼춤,2,에써르(암컷),2
갑주무사,칼춤,2,후딘,2
갑주무사,칼춤,2,드래캄,2
루카리오,나쁜음모,2,보만다,3
루카리오,나쁜음모,2,한카리아스,2
루카리오,나쁜음모,2,누리레느,3
루카리오,나쁜음모,2,갑주무사,3
루카리오,나쁜음모,2,하마돈,2
루카리오,나쁜음모,2,드닐레이브,2
루카리오,나쁜음모,2,브리두라스,2
루카리오,나쁜음모,2,타부자고,3
루카리오,나쁜음모,2,따라큐,2
루카리오,나쁜음모,2,고릴타,2
루카리오,나쁜음모,2,킬가르도,3
루카리오,나쁜음모,2,마스카나,2
루카리오,나쁜음모,2,갸라도스,3
루카리오,나쁜음모,2,아머까오,3
루카리오,나쁜음모,2,킬라플로르,2
루카리오,나쁜음모,2,대쓰여너,3
루카리오,나쁜음모,2,리자몽,3
루카리오,나쁜음모,2,포푸니크,2
루카리오,나쁜음모,2,개굴닌자,2
루카리오,나쁜음모,2,에이스번,2
루카리오,나쁜음모,2,알로라 나인테일,2
루카리오,나쁜음모,2,에써르(수컷),2
루카리오,나쁜음모,2,워시로토무,2
루카리오,나쁜음모,2,불카모스,4
루카리오,나쁜음모,2,빠르모트,2
루카리오,나쁜음모,2,라우드본,3
루카리오,나쁜음모,2,삼삼드래,2
루카리오,나쁜음모,2,메타그로스,2
루카리오,나쁜음모,2,망나뇽,3
루카리오,나쁜음모,2,님피아,2
루카리오,나쁜음모,2,히트로토무,2
루카리오,나쁜음모,2,거북왕,3
루카리오,나쁜음모,2,대도각참,2
루카리오,나쁜음모,2,팬텀,2
루카리오,나쁜음모,2,마폭시,3
루카리오,나쁜음모,2,엠페르트,2
루카리오,나쁜음모,2,번치코,2
루카리오,나쁜음모,2,대짱이,3
루카리오,나쁜음모,2,라이츄,2
루카리오,나쁜음모,2,블래키,2
루카리오,나쁜음모,2,다크펫,2
루카리오,나쁜음모,2,더시마사리,4
루카리오,나쁜음모,2,핫삼,3
루카리오,나쁜음모,2,오롱털,2
루카리오,나쁜음모,2,픽시,2
루카리오,나쁜음모,2,카디나르마,3
루카리오,나쁜음모,2,앱솔,2
루카리오,나쁜음모,2,찌리배리,3
루카리오,나쁜음모,2,맘모꾸리,2
루카리오,나쁜음모,2,파라블레이즈,3
루카리오,나쁜음모,2,패리퍼,3
루카리오,나쁜음모,2,찌르호크,2
루카리오,나쁜음모,2,대검귀,2
루카리오,나쁜음모,2,마기라스,2
루카리오,나쁜음모,2,이어롭,2
루카리오,나쁜음모,2,플라엣테,2
루카리오,나쁜음모,2,배바닐라,2
루카리오,나쁜음모,2,드래펄트,2
루카리오,나쁜음모,2,입치트,2
루카리오,나쁜음모,2,메가니움,3
루카리오,나쁜음모,2,메타몽,2
루카리오,나쁜음모,2,이상해꽃,3
루카리오,나쁜음모,2,밀로틱,3
루카리오,나쁜음모,2,스코빌런,2
루카리오,나쁜음모,2,아쿠스타,2
루카리오,나쁜음모,2,몰드류,2
루카리오,나쁜음모,2,조로아크(히스이),2
루카리오,나쁜음모,2,미끄래곤(히스이),2
루카리오,나쁜음모,2,잠만보,2
루카리오,나쁜음모,2,무장조,3
루카리오,나쁜음모,2,클레스퍼트라,2
루카리오,나쁜음모,2,창파나이트,2
루카리오,나쁜음모,2,우츠보트,2
루카리오,나쁜음모,2,가라르야도킹,3
루카리오,나쁜음모,2,깜까미,2
루카리오,나쁜음모,2,엘풍,2
루카리오,나쁜음모,2,저승갓숭,3
루카리오,나쁜음모,2,스트린더(하이),3
루카리오,나쁜음모,2,샤미드,3
루카리오,나쁜음모,2,사마자르,2
루카리오,나쁜음모,2,인텔리레온,2
루카리오,나쁜음모,2,깨비물거미,3
루카리오,나쁜음모,2,가디안,2
루카리오,나쁜음모,2,왕구리,2
루카리오,나쁜음모,2,엘레이드,2
루카리오,나쁜음모,2,브리무음,2
루카리오,나쁜음모,2,눈여아,2
루카리오,나쁜음모,2,어흥염,2
루카리오,나쁜음모,2,마릴리,2
루카리오,나쁜음모,2,올리르바,2
루카리오,나쁜음모,2,스트린더(로우),3
루카리오,나쁜음모,2,펜드라,2
루카리오,나쁜음모,2,화염레오,2
루카리오,나쁜음모,2,윈디(히스이),2
루카리오,나쁜음모,2,캥카,2
루카리오,나쁜음모,2,꿈트렁,2
루카리오,나쁜음모,2,에써르(암컷),2
루카리오,나쁜음모,2,후딘,2
루카리오,나쁜음모,2,드래캄,2
드닐레이브,칼춤,2,보만다,2
드닐레이브,칼춤,2,한카리아스,2
드닐레이브,칼춤,2,누리레느,3
드닐레이브,칼춤,2,갑주무사,3
드닐레이브,칼춤,2,하마돈,2
드닐레이브,칼춤,2,루카리오,2
드닐레이브,칼춤,2,브리두라스,3
드닐레이브,칼춤,2,타부자고,3
드닐레이브,칼춤,2,따라큐,2
드닐레이브,칼춤,2,고릴타,2
드닐레이브,칼춤,2,킬가르도,2
드닐레이브,칼춤,2,마스카나,2
드닐레이브,칼춤,2,갸라도스,2
드닐레이브,칼춤,2,아머까오,3
드닐레이브,칼춤,2,킬라플로르,2
드닐레이브,칼춤,2,대쓰여너,2
드닐레이브,칼춤,2,리자몽,2
드닐레이브,칼춤,2,포푸니크,2
드닐레이브,칼춤,2,개굴닌자,2
드닐레이브,칼춤,2,에이스번,2
드닐레이브,칼춤,2,알로라 나인테일,2
드닐레이브,칼춤,2,에써르(수컷),2
드닐레이브,칼춤,2,워시로토무,2
드닐레이브,칼춤,2,불카모스,2
드닐레이브,칼춤,2,빠르모트,2
드닐레이브,칼춤,2,라우드본,3
드닐레이브,칼춤,2,삼삼드래,2
드닐레이브,칼춤,2,메타그로스,2
드닐레이브,칼춤,2,망나뇽,2
드닐레이브,칼춤,2,님피아,3
드닐레이브,칼춤,2,히트로토무,2
드닐레이브,칼춤,2,거북왕,2
드닐레이브,칼춤,2,대도각참,2
드닐레이브,칼춤,2,팬텀,2
드닐레이브,칼춤,2,마폭시,2
드닐레이브,칼춤,2,엠페르트,2
드닐레이브,칼춤,2,번치코,2
드닐레이브,칼춤,2,대짱이,2
드닐레이브,칼춤,2,라이츄,2
드닐레이브,칼춤,2,블래키,3
드닐레이브,칼춤,2,다크펫,2
드닐레이브,칼춤,2,더시마사리,3
드닐레이브,칼춤,2,핫삼,3
드닐레이브,칼춤,2,오롱털,2
드닐레이브,칼춤,2,픽시,3
드닐레이브,칼춤,2,카디나르마,2
드닐레이브,칼춤,2,앱솔,2
드닐레이브,칼춤,2,찌리배리,3
드닐레이브,칼춤,2,맘모꾸리,2
드닐레이브,칼춤,2,파라블레이즈,2
드닐레이브,칼춤,2,패리퍼,2
드닐레이브,칼춤,2,찌르호크,2
드닐레이브,칼춤,2,대검귀,2
드닐레이브,칼춤,2,마기라스,2
드닐레이브,칼춤,2,이어롭,2
드닐레이브,칼춤,2,플라엣테,2
드닐레이브,칼춤,2,배바닐라,2
드닐레이브,칼춤,2,드래펄트,2
드닐레이브,칼춤,2,입치트,2
드닐레이브,칼춤,2,메가니움,2
드닐레이브,칼춤,2,메타몽,2
드닐레이브,칼춤,2,이상해꽃,2
드닐레이브,칼춤,2,밀로틱,3
드닐레이브,칼춤,2,스코빌런,2
드닐레이브,칼춤,2,아쿠스타,2
드닐레이브,칼춤,2,몰드류,2
드닐레이브,칼춤,2,조로아크(히스이),2
드닐레이브,칼춤,2,미끄래곤(히스이),2
드닐레이브,칼춤,2,잠만보,3
드닐레이브,칼춤,2,무장조,3
드닐레이브,칼춤,2,클레스퍼트라,2
드닐레이브,칼춤,2,창파나이트,2
드닐레이브,칼춤,2,우츠보트,2
드닐레이브,칼춤,2,가라르야도킹,2
드닐레이브,칼춤,2,깜까미,2
드닐레이브,칼춤,2,엘풍,2
드닐레이브,칼춤,2,저승갓숭,3
드닐레이브,칼춤,2,스트린더(하이),2
드닐레이브,칼춤,2,샤미드,3
드닐레이브,칼춤,2,사마자르,2
드닐레이브,칼춤,2,인텔리레온,2
드닐레이브,칼춤,2,깨비물거미,2
드닐레이브,칼춤,2,가디안,2
드닐레이브,칼춤,2,왕구리,2
드닐레이브,칼춤,2,엘레이드,2
드닐레이브,칼춤,2,브리무음,2
드닐레이브,칼춤,2,눈여아,2
드닐레이브,칼춤,2,어흥염,3
드닐레이브,칼춤,2,마릴리,3
드닐레이브,칼춤,2,올리르바,2
드닐레이브,칼춤,2,스트린더(로우),2
드닐레이브,칼춤,2,펜드라,2
드닐레이브,칼춤,2,화염레오,2
드닐레이브,칼춤,2,윈디(히스이),2
드닐레이브,칼춤,2,캥카,2
드닐레이브,칼춤,2,꿈트렁,4
드닐레이브,칼춤,2,에써르(암컷),2
드닐레이브,칼춤,2,후딘,2
드닐레이브,칼춤,2,드래캄,2
타부자고,나쁜음모,2,보만다,3
타부자고,나쁜음모,2,한카리아스,3
타부자고,나쁜음모,2,누리레느,3
타부자고,나쁜음모,2,갑주무사,3
타부자고,나쁜음모,2,하마돈,3
타부자고,나쁜음모,2,루카리오,2
타부자고,나쁜음모,2,드닐레이브,2
타부자고,나쁜음모,2,브리두라스,2
타부자고,나쁜음모,2,따라큐,2
타부자고,나쁜음모,2,고릴타,3
타부자고,나쁜음모,2,킬가르도,3
타부자고,나쁜음모,2,마스카나,2
타부자고,나쁜음모,2,갸라도스,2
타부자고,나쁜음모,2,아머까오,3
타부자고,나쁜음모,2,킬라플로르,2
타부자고,나쁜음모,2,대쓰여너,2
타부자고,나쁜음모,2,리자몽,2
타부자고,나쁜음모,2,포푸니크,3
타부자고,나쁜음모,2,개굴닌자,2
타부자고,나쁜음모,2,에이스번,3
타부자고,나쁜음모,2,알로라 나인테일,2
타부자고,나쁜음모,2,에써르(수컷),3
타부자고,나쁜음모,2,워시로토무,3
타부자고,나쁜음모,2,불카모스,2
타부자고,나쁜음모,2,빠르모트,3
타부자고,나쁜음모,2,라우드본,3
타부자고,나쁜음모,2,삼삼드래,2
타부자고,나쁜음모,2,메타그로스,2
타부자고,나쁜음모,2,망나뇽,3
타부자고,나쁜음모,2,님피아,2
타부자고,나쁜음모,2,히트로토무,3
타부자고,나쁜음모,2,거북왕,3
타부자고,나쁜음모,2,대도각참,2
타부자고,나쁜음모,2,팬텀,2
타부자고,나쁜음모,2,마폭시,2
타부자고,나쁜음모,2,엠페르트,2
타부자고,나쁜음모,2,번치코,3
타부자고,나쁜음모,2,대짱이,3
타부자고,나쁜음모,2,라이츄,3
타부자고,나쁜음모,2,블래키,3
타부자고,나쁜음모,2,다크펫,2
타부자고,나쁜음모,2,더시마사리,3
타부자고,나쁜음모,2,핫삼,3
타부자고,나쁜음모,2,오롱털,2
타부자고,나쁜음모,2,픽시,2
타부자고,나쁜음모,2,카디나르마,2
타부자고,나쁜음모,2,앱솔,2
타부자고,나쁜음모,2,찌리배리,4
타부자고,나쁜음모,2,맘모꾸리,2
타부자고,나쁜음모,2,파라블레이즈,2
타부자고,나쁜음모,2,패리퍼,2
타부자고,나쁜음모,2,찌르호크,3
타부자고,나쁜음모,2,대검귀,2
타부자고,나쁜음모,2,마기라스,2
타부자고,나쁜음모,2,이어롭,2
타부자고,나쁜음모,2,플라엣테,2
타부자고,나쁜음모,2,배바닐라,2
타부자고,나쁜음모,2,드래펄트,2
타부자고,나쁜음모,2,입치트,2
타부자고,나쁜음모,2,메가니움,3
타부자고,나쁜음모,2,메타몽,2
타부자고,나쁜음모,2,이상해꽃,3
타부자고,나쁜음모,2,밀로틱,4
타부자고,나쁜음모,2,스코빌런,3
타부자고,나쁜음모,2,아쿠스타,2
타부자고,나쁜음모,2,몰드류,2
타부자고,나쁜음모,2,조로아크(히스이),2
타부자고,나쁜음모,2,미끄래곤(히스이),3
타부자고,나쁜음모,2,잠만보,3
타부자고,나쁜음모,2,무장조,3
타부자고,나쁜음모,2,클레스퍼트라,2
타부자고,나쁜음모,2,창파나이트,2
타부자고,나쁜음모,2,우츠보트,3
타부자고,나쁜음모,2,가라르야도킹,3
타부자고,나쁜음모,2,깜까미,2
타부자고,나쁜음모,2,엘풍,2
타부자고,나쁜음모,2,저승갓숭,3
타부자고,나쁜음모,2,스트린더(하이),3
타부자고,나쁜음모,2,샤미드,3
타부자고,나쁜음모,2,사마자르,2
타부자고,나쁜음모,2,인텔리레온,2
타부자고,나쁜음모,2,깨비물거미,3
타부자고,나쁜음모,2,가디안,2
타부자고,나쁜음모,2,왕구리,3
타부자고,나쁜음모,2,엘레이드,2
타부자고,나쁜음모,2,브리무음,2
타부자고,나쁜음모,2,눈여아,2
타부자고,나쁜음모,2,어흥염,2
타부자고,나쁜음모,2,마릴리,3
타부자고,나쁜음모,2,올리르바,3
타부자고,나쁜음모,2,스트린더(로우),3
타부자고,나쁜음모,2,펜드라,2
타부자고,나쁜음모,2,화염레오,2
타부자고,나쁜음모,2,윈디(히스이),2
타부자고,나쁜음모,2,캥카,2
타부자고,나쁜음모,2,꿈트렁,2
타부자고,나쁜음모,2,에써르(암컷),3
타부자고,나쁜음모,2,후딘,2
타부자고,나쁜음모,2,드래캄,3
따라큐,칼춤,2,보만다,3
따라큐,칼춤,2,한카리아스,2
따라큐,칼춤,2,누리레느,2
따라큐,칼춤,2,갑주무사,3
따라큐,칼춤,2,하마돈,3
따라큐,칼춤,2,루카리오,2
따라큐,칼춤,2,드닐레이브,2
따라큐,칼춤,2,브리두라스,3
따라큐,칼춤,2,타부자고,3
따라큐,칼춤,2,고릴타,3
따라큐,칼춤,2,킬가르도,2
따라큐,칼춤,2,마스카나,2
따라큐,칼춤,2,갸라도스,3
따라큐,칼춤,2,아머까오,4
따라큐,칼춤,2,킬라플로르,3
따라큐,칼춤,2,대쓰여너,2
따라큐,칼춤,2,리자몽,3
따라큐,칼춤,2,포푸니크,2
따라큐,칼춤,2,개굴닌자,2
따라큐,칼춤,2,에이스번,3
따라큐,칼춤,2,알로라 나인테일,3
따라큐,칼춤,2,에써르(수컷),2
따라큐,칼춤,2,워시로토무,2
따라큐,칼춤,2,불카모스,3
따라큐,칼춤,2,빠르모트,2
따라큐,칼춤,2,라우드본,3
따라큐,칼춤,2,삼삼드래,2
따라큐,칼춤,2,메타그로스,2
따라큐,칼춤,2,망나뇽,2
따라큐,칼춤,2,님피아,3
따라큐,칼춤,2,히트로토무,3
따라큐,칼춤,2,거북왕,2
따라큐,칼춤,2,대도각참,2
따라큐,칼춤,2,팬텀,2
따라큐,칼춤,2,마폭시,2
따라큐,칼춤,2,엠페르트,3
따라큐,칼춤,2,번치코,3
따라큐,칼춤,2,대짱이,2
따라큐,칼춤,2,라이츄,2
따라큐,칼춤,2,블래키,2
따라큐,칼춤,2,다크펫,2
따라큐,칼춤,2,더시마사리,4
따라큐,칼춤,2,핫삼,3
따라큐,칼춤,2,오롱털,2
따라큐,칼춤,2,픽시,3
따라큐,칼춤,2,카디나르마,2
따라큐,칼춤,2,앱솔,2
따라큐,칼춤,2,찌리배리,3
따라큐,칼춤,2,맘모꾸리,2
따라큐,칼춤,2,파라블레이즈,2
따라큐,칼춤,2,패리퍼,3
따라큐,칼춤,2,찌르호크,3
따라큐,칼춤,2,대검귀,2
따라큐,칼춤,2,마기라스,2
따라큐,칼춤,2,이어롭,2
따라큐,칼춤,2,플라엣테,3
따라큐,칼춤,2,배바닐라,2
따라큐,칼춤,2,드래펄트,2
따라큐,칼춤,2,입치트,3
따라큐,칼춤,2,메가니움,3
따라큐,칼춤,2,메타몽,2
따라큐,칼춤,2,이상해꽃,3
따라큐,칼춤,2,밀로틱,2
따라큐,칼춤,2,스코빌런,3
따라큐,칼춤,2,아쿠스타,2
따라큐,칼춤,2,몰드류,2
따라큐,칼춤,2,조로아크(히스이),2
따라큐,칼춤,2,미끄래곤(히스이),3
따라큐,칼춤,2,잠만보,3
따라큐,칼춤,2,무장조,4
