nash_value,stones,mega_slot,effective_roster_R,mirror_exposure,gap_exposure_pct,zero_answer_opps,members,pick_rates_pct
0.0741,2,플라엣테,5.164,0.483,2.4,0,한카리아스|타부자고|아머까오|에이스번|플라엣테|잠만보,84|39|10|76|58|32
0.0739,2,무장조,5.435,0.41,4.3,0,한카리아스|에이스번|님피아|히트로토무|무장조|저승갓숭,85|71|41|19|46|38
0.0729,2,무장조,5.253,0.416,4.3,0,한카리아스|에이스번|워시로토무|님피아|무장조|저승갓숭,87|75|12|41|46|38
0.0726,2,플라엣테,5.275,0.426,2.9,0,한카리아스|에이스번|님피아|플라엣테|저승갓숭|어흥염,83|77|29|56|40|16
0.0723,2,무장조,5.274,0.413,1.9,0,한카리아스|에이스번|님피아|무장조|저승갓숭|어흥염,87|73|41|49|39|12
0.0723,2,플라엣테,5.133,0.496,4.8,0,한카리아스|타부자고|에이스번|워시로토무|님피아|플라엣테,86|43|80|11|29|51
0.0721,2,플라엣테,5.226,0.489,2.9,0,한카리아스|타부자고|에이스번|님피아|플라엣테|어흥염,84|42|78|28|54|14
0.0716,2,플라엣테,5.243,0.433,3.3,0,한카리아스|에이스번|불카모스|님피아|플라엣테|저승갓숭,84|79|14|29|53|40
0.0709,2,플라엣테,5.229,0.431,8.0,0,한카리아스|에이스번|워시로토무|님피아|플라엣테|저승갓숭,84|79|14|31|53|39
0.0709,2,무장조,5.268,0.51,1.9,0,한카리아스|브리두라스|에이스번|님피아|무장조|어흥염,88|47|71|37|46|11
0.0707,2,플라엣테,5.149,0.53,5.1,0,한카리아스|브리두라스|아머까오|에이스번|님피아|플라엣테,85|44|11|80|28|52
0.0707,2,플라엣테,5.044,0.442,4.3,0,한카리아스|아머까오|에이스번|히트로토무|플라엣테|저승갓숭,86|13|80|20|62|40
0.0706,2,플라엣테,5.269,0.139,7.3,0,보만다|에이스번|워시로토무|플라엣테|드래펄트|저승갓숭,52|70|8|67|68|35
0.0706,2,플라엣테,5.076,0.507,1.9,0,한카리아스|타부자고|아머까오|에이스번|님피아|플라엣테,87|41|9|79|30|53
0.0705,2,플라엣테,5.281,0.147,7.3,0,보만다|아머까오|에이스번|플라엣테|드래펄트|저승갓숭,53|9|69|67|70|33
0.0704,2,플라엣테,5.146,0.441,5.1,0,한카리아스|아머까오|에이스번|님피아|플라엣테|저승갓숭,85|11|80|30|54|41
0.07,2,플라엣테,5.063,0.436,7.0,0,한카리아스|아머까오|에이스번|플라엣테|미끄래곤(히스이)|저승갓숭,86|10|80|58|24|41
0.0697,2,마폭시,5.519,0.19,0.6,0,보만다|에이스번|워시로토무|님피아|마폭시|저승갓숭,54|66|15|54|72|39
0.0695,2,플라엣테,5.791,0.221,14.1,0,보만다|브리두라스|에이스번|플라엣테|잠만보|저승갓숭,65|46|65|58|32|35
0.0694,2,플라엣테,4.922,0.516,0.0,0,한카리아스|마스카나|아머까오|에이스번|플라엣테|어흥염,86|43|13|81|65|14
0.0693,2,플라엣테,5.044,0.429,4.8,0,한카리아스|에이스번|워시로토무|플라엣테|저승갓숭|어흥염,85|81|14|62|39|18
0.0691,2,무장조,5.255,0.483,1.9,0,한카리아스|타부자고|에이스번|님피아|무장조|어흥염,90|41|71|41|46|12
0.0687,2,플라엣테,5.003,0.434,7.2,0,한카리아스|에이스번|워시로토무|히트로토무|플라엣테|저승갓숭,87|81|11|21|60|41
0.0684,2,플라엣테,4.96,0.438,1.9,0,한카리아스|아머까오|에이스번|플라엣테|저승갓숭|어흥염,85|12|81|66|40|17
0.0684,2,플라엣테,4.881,0.534,1.9,0,한카리아스|브리두라스|아머까오|에이스번|플라엣테|어흥염,86|49|10|82|60|14
0.0684,2,플라엣테,5.081,0.433,8.0,0,한카리아스|에이스번|라우드본|님피아|플라엣테|저승갓숭,85|81|9|31|55|40
0.0672,2,플라엣테,4.95,0.444,7.6,0,한카리아스|아머까오|에이스번|워시로토무|플라엣테|저승갓숭,86|14|82|14|63|41
0.0672,2,플라엣테,4.955,0.442,5.7,0,한카리아스|에이스번|워시로토무|불카모스|플라엣테|저승갓숭,88|82|14|15|60|41
0.0662,2,플라엣테,4.846,0.5,1.9,0,한카리아스|타부자고|아머까오|에이스번|플라엣테|어흥염,86|43|9|83|64|16
0.0655,2,플라엣테,5.756,0.191,10.8,0,보만다|타부자고|에이스번|플라엣테|잠만보|저승갓숭,68|41|64|59|33|35
0.0645,2,플라엣테,4.928,0.461,5.7,0,한카리아스|아머까오|에이스번|워시로토무|플라엣테|잠만보,89|15|84|15|61|36
0.0645,2,플라엣테,5.565,0.232,13.5,0,보만다|브리두라스|에이스번|플라엣테|저승갓숭|윈디(히스이),64|53|69|58|40|16
0.0634,2,플라엣테,5.577,0.236,10.2,0,보만다|브리두라스|에이스번|플라엣테|저승갓숭|어흥염,64|52|69|58|40|17
0.0627,2,무장조,5.851,0.189,0.6,0,보만다|브리두라스|에이스번|님피아|무장조|저승갓숭,62|40|66|38|55|39
0.0625,2,플라엣테,5.7,0.237,6.2,0,보만다|브리두라스|에이스번|님피아|플라엣테|저승갓숭,68|50|70|25|48|40
0.0625,2,플라엣테,5.004,0.477,2.7,0,한카리아스|아머까오|에이스번|님피아|히트로토무|플라엣테,90|13|82|35|22|58
0.0624,2,플라엣테,5.403,0.224,0.6,0,보만다|마스카나|아머까오|에이스번|플라엣테|저승갓숭,61|48|12|77|64|38
0.0621,2,플라엣테,5.527,0.236,10.8,0,보만다|브리두라스|에이스번|히트로토무|플라엣테|저승갓숭,65|53|72|15|55|40
0.0614,2,한카리아스,4.816,0.463,0.0,0,한카리아스|아머까오|에이스번|플라엣테|잠만보|어흥염,89|13|83|67|34|13
0.0612,1,마폭시,5.275,0.253,2.0,0,브리두라스|에이스번|워시로토무|님피아|마폭시|저승갓숭,53|65|12|39|91|39
0.0612,2,플라엣테,5.019,0.464,4.2,0,한카리아스|에이스번|워시로토무|님피아|플라엣테|어흥염,89|82|17|34|61|18
0.0609,2,플라엣테,5.031,0.476,4.5,0,한카리아스|에이스번|워시로토무|불카모스|님피아|플라엣테,91|82|16|19|36|56
0.0606,2,플라엣테,5.412,0.253,11.2,0,보만다|브리두라스|아머까오|에이스번|플라엣테|저승갓숭,66|57|11|72|55|39
0.0605,2,무장조,5.76,0.116,0.6,0,보만다|에이스번|님피아|잠만보|무장조|저승갓숭,64|63|45|27|61|40
0.0603,2,플라엣테,5.728,0.198,2.9,0,보만다|타부자고|에이스번|님피아|플라엣테|저승갓숭,70|38|70|31|51|40
0.0599,2,플라엣테,5.493,0.243,9.3,0,보만다|브리두라스|에이스번|불카모스|플라엣테|저승갓숭,67|54|70|13|55|40
0.0599,2,무장조,5.05,0.441,1.9,0,한카리아스|에이스번|워시로토무|님피아|무장조|윈디(히스이),92|78|18|45|52|15
0.0597,1,마폭시,5.187,0.263,2.8,0,브리두라스|아머까오|에이스번|님피아|마폭시|저승갓숭,55|9|65|40|91|40
0.0596,2,플라엣테,5.486,0.194,10.2,0,보만다|타부자고|에이스번|플라엣테|저승갓숭|어흥염,67|41|71|62|43|15
0.0596,2,플라엣테,5.381,0.24,14.1,0,보만다|브리두라스|에이스번|워시로토무|플라엣테|저승갓숭,66|55|75|10|54|40
0.0595,2,플라엣테,4.936,0.484,5.1,0,한카리아스|아머까오|에이스번|워시로토무|님피아|플라엣테,91|13|83|18|36|58
0.0595,2,무장조,4.966,0.455,5.5,0,한카리아스|에이스번|워시로토무|님피아|무장조|어흥염,94|80|19|44|50|13
0.0591,2,플라엣테,5.565,0.144,10.8,0,보만다|에이스번|히트로토무|플라엣테|잠만보|저승갓숭,68|72|21|64|36|40
0.059,2,플라엣테,4.894,0.479,0.8,0,한카리아스|아머까오|에이스번|님피아|플라엣테|어흥염,90|12|81|35|65|17
0.0587,1,마폭시,5.118,0.255,2.7,0,브리두라스|에이스번|님피아|마폭시|저승갓숭|어흥염,55|64|40|91|43|6
0.0585,2,플라엣테,5.481,0.145,14.1,0,보만다|에이스번|워시로토무|플라엣테|잠만보|저승갓숭,69|74|18|64|37|39
0.0584,1,플라엣테,5.407,0.137,11.3,0,타부자고|에이스번|플라엣테|드래펄트|잠만보|저승갓숭,31|65|79|72|26|27
0.0582,2,무장조,4.953,0.45,2.7,0,한카리아스|에이스번|님피아|히트로토무|무장조|어흥염,93|80|47|19|51|11
0.0581,2,플라엣테,5.613,0.186,10.2,0,보만다|타부자고|에이스번|플라엣테|미끄래곤(히스이)|저승갓숭,71|36|71|57|23|42
0.0581,2,플라엣테,4.804,0.479,7.0,0,한카리아스|아머까오|에이스번|워시로토무|플라엣테|미끄래곤(히스이),94|13|85|16|62|31
0.0573,2,플라엣테,5.506,0.189,10.8,0,보만다|타부자고|에이스번|히트로토무|플라엣테|저승갓숭,68|37|74|16|59|45
0.0569,2,플라엣테,4.797,0.462,5.1,0,한카리아스|아머까오|에이스번|워시로토무|플라엣테|윈디(히스이),89|15|88|21|67|20
0.0564,2,무장조,4.999,0.4,2.4,1,한카리아스|에이스번|워시로토무|무장조|저승갓숭|어흥염,87|86|16|54|42|15
0.0563,1,플라엣테,5.136,0.166,0.0,0,마스카나|아머까오|에이스번|플라엣테|드래펄트|저승갓숭,37|9|71|80|71|32
0.0563,2,플라엣테,5.385,0.252,11.2,0,보만다|브리두라스|아머까오|에이스번|플라엣테|잠만보,69|51|12|72|61|36
0.0561,1,마폭시,5.37,0.218,2.0,0,마스카나|에이스번|워시로토무|님피아|마폭시|저승갓숭,38|66|17|50|90|40
0.0561,2,플라엣테,5.484,0.194,10.8,0,보만다|타부자고|에이스번|워시로토무|플라엣테|저승갓숭,69|42|75|15|56|43
0.0558,2,플라엣테,5.319,0.156,11.2,0,보만다|아머까오|에이스번|플라엣테|잠만보|저승갓숭,72|12|74|66|35|41
0.0556,1,무장조,5.625,0.123,0.9,0,브리두라스|에이스번|님피아|드래펄트|무장조|저승갓숭,32|65|35|59|78|31
0.0556,2,플라엣테,5.527,0.208,10.8,0,보만다|타부자고|에이스번|워시로토무|플라엣테|잠만보,68|48|71|16|59|38
0.0555,2,플라엣테,4.682,0.473,1.9,0,한카리아스|아머까오|에이스번|워시로토무|플라엣테|어흥염,90|13|90|19|69|18
0.0554,1,플라엣테,5.225,0.163,9.6,0,브리두라스|에이스번|히트로토무|플라엣테|드래펄트|저승갓숭,33|70|14|81|71|31
0.0554,2,플라엣테,5.591,0.169,4.8,0,보만다|킬가르도|에이스번|님피아|플라엣테|저승갓숭,71|25|74|31|55|44
0.0554,2,플라엣테,5.479,0.144,10.2,0,보만다|에이스번|히트로토무|플라엣테|미끄래곤(히스이)|저승갓숭,70|77|23|60|26|45
0.0554,2,플라엣테,5.429,0.195,9.3,0,보만다|타부자고|에이스번|불카모스|플라엣테|저승갓숭,70|39|72|13|60|46
0.0553,2,무장조,5.555,0.121,0.0,0,보만다|에이스번|님피아|무장조|저승갓숭|어흥염,65|66|46|62|45|15
0.0553,2,무장조,5.59,0.117,0.0,0,보만다|에이스번|님피아|미끄래곤(히스이)|무장조|저승갓숭,66|69|43|17|60|45
0.0551,2,무장조,5.593,0.121,0.6,0,보만다|에이스번|님피아|히트로토무|무장조|저승갓숭,64|69|47|17|59|44
0.0546,2,플라엣테,5.556,0.156,2.9,0,보만다|에이스번|님피아|히트로토무|플라엣테|저승갓숭,70|75|33|22|57|43
0.0546,2,플라엣테,4.748,0.488,5.9,0,한카리아스|아머까오|에이스번|라우드본|님피아|플라엣테,92|12|84|11|39|62
0.0544,1,플라엣테,5.286,0.167,4.0,0,브리두라스|에이스번|님피아|플라엣테|드래펄트|저승갓숭,33|69|16|80|71|31
0.0544,2,무장조,5.531,0.12,0.6,0,보만다|에이스번|워시로토무|님피아|무장조|저승갓숭,64|71|15|46|60|44
0.0544,2,플라엣테,5.462,0.156,2.9,0,보만다|에이스번|님피아|플라엣테|저승갓숭|어흥염,69|75|29|64|44|19
0.0544,2,플라엣테,5.383,0.202,7.9,0,보만다|타부자고|아머까오|에이스번|플라엣테|저승갓숭,70|40|11|73|59|46
0.0544,2,플라엣테,4.672,0.491,4.3,0,한카리아스|아머까오|에이스번|워시로토무|불카모스|플라엣테,94|15|89|18|18|67
0.0541,1,플라엣테,5.072,0.176,9.9,0,브리두라스|아머까오|에이스번|플라엣테|드래펄트|저승갓숭,36|8|71|81|74|29
0.0541,1,플라엣테,5.246,0.103,9.6,0,에이스번|히트로토무|플라엣테|드래펄트|잠만보|저승갓숭,68|18|83|72|26|33
0.054,2,플라엣테,5.515,0.152,6.2,0,보만다|에이스번|님피아|플라엣테|저승갓숭|윈디(히스이),71|72|33|61|44|19
0.0536,1,플라엣테,5.287,0.145,4.0,0,타부자고|에이스번|님피아|플라엣테|드래펄트|저승갓숭,31|68|18|78|75|29
0.0533,1,플라엣테,5.181,0.14,9.6,0,타부자고|에이스번|히트로토무|플라엣테|드래펄트|저승갓숭,30|70|14|79|77|30
0.053,2,플라엣테,5.383,0.145,13.5,0,보만다|에이스번|워시로토무|플라엣테|미끄래곤(히스이)|저승갓숭,71|78|18|61|27|45
0.0529,1,마폭시,5.206,0.311,0.6,1,브리두라스|마스카나|아머까오|에이스번|마폭시|저승갓숭,61|32|11|67|89|39
0.0528,2,플라엣테,5.348,0.217,7.9,0,보만다|타부자고|아머까오|에이스번|플라엣테|잠만보,70|47|10|72|61|39
0.0525,2,플라엣테,5.289,0.149,10.2,0,보만다|에이스번|히트로토무|플라엣테|저승갓숭|어흥염,68|78|22|70|46|17
0.0523,2,플라엣테,5.468,0.156,6.2,0,보만다|에이스번|워시로토무|님피아|플라엣테|저승갓숭,72|78|18|34|55|44
0.0522,2,플라엣테,5.267,0.149,10.2,0,보만다|에이스번|워시로토무|플라엣테|저승갓숭|어흥염,68|80|19|68|45|19
0.0521,2,플라엣테,5.365,0.163,12.7,0,보만다|킬가르도|에이스번|워시로토무|플라엣테|저승갓숭,70|26|78|17|62|47
0.052,2,마폭시,5.532,0.266,1.5,0,보만다|타부자고|님피아|마폭시|저승갓숭|어흥염,67|52|52|71|43|15
0.0518,1,플라엣테,5.131,0.104,1.4,0,에이스번|님피아|플라엣테|드래펄트|저승갓숭|윈디(히스이),68|17|84|76|35|20
0.0517,2,플라엣테,5.428,0.161,1.4,0,보만다|에이스번|불카모스|님피아|플라엣테|저승갓숭,72|76|16|32|58|45
0.0516,2,무장조,5.581,0.199,7.9,0,보만다|브리두라스|에이스번|무장조|저승갓숭|어흥염,61|53|69|60|41|16
0.0515,1,플라엣테,5.075,0.102,10.3,0,에이스번|워시로토무|플라엣테|드래펄트|잠만보|저승갓숭,71|11|83|75|28|32
0.0514,2,플라엣테,5.433,0.225,2.9,0,보만다|타부자고|에이스번|님피아|플라엣테|어흥염,71|49|72|31|61|16
0.0511,2,플라엣테,5.321,0.143,13.5,0,보만다|에이스번|워시로토무|플라엣테|저승갓숭|윈디(히스이),69|79|20|67|43|21
0.0509,1,플라엣테,5,0.109,9.9,0,아머까오|에이스번|플라엣테|드래펄트|잠만보|저승갓숭,9|70|85|76|26|34
0.0507,2,무장조,5.551,0.215,0.6,0,보만다|브리두라스|에이스번|님피아|히트로토무|무장조,65|47|73|44|16|56
0.0504,2,플라엣테,5.498,0.221,2.9,0,보만다|타부자고|에이스번|님피아|히트로토무|플라엣테,73|45|74|35|18|55
0.0503,2,플라엣테,5.506,0.163,4.2,0,에이스번|망나뇽|님피아|히트로토무|플라엣테|저승갓숭,80|63|29|22|61|44
0.05,1,플라엣테,4.974,0.1,8.7,0,에이스번|워시로토무|플라엣테|드래펄트|저승갓숭|윈디(히스이),71|12|83|80|34|20
0.0499,1,플라엣테,5.045,0.11,1.4,0,에이스번|님피아|플라엣테|드래펄트|저승갓숭|어흥염,70|19|84|77|36|14
0.0499,2,플라엣테,5.335,0.166,3.3,0,보만다|아머까오|에이스번|님피아|플라엣테|저승갓숭,72|12|77|33|59|47
0.0499,2,플라엣테,5.171,0.162,7.3,0,보만다|아머까오|에이스번|플라엣테|저승갓숭|어흥염,70|14|78|71|47|20
0.0498,2,플라엣테,5.263,0.155,10.6,0,보만다|아머까오|에이스번|플라엣테|미끄래곤(히스이)|저승갓숭,73|12|75|64|28|48
0.0498,2,무장조,5.549,0.199,7.9,1,보만다|브리두라스|에이스번|히트로토무|무장조|저승갓숭,59|54|72|15|58|43
0.0496,2,플라엣테,5.471,0.222,2.9,0,보만다|타부자고|에이스번|워시로토무|님피아|플라엣테,72|47|76|17|34|54
0.0495,2,플라엣테,5.227,0.159,7.9,0,보만다|아머까오|에이스번|히트로토무|플라엣테|저승갓숭,70|13|79|23|66|49
0.0494,2,플라엣테,5.281,0.27,3.3,0,보만다|브리두라스|아머까오|에이스번|님피아|플라엣테,70|55|12|79|28|56
0.0493,1,플라엣테,5.178,0.111,2.3,0,에이스번|님피아|히트로토무|플라엣테|드래펄트|저승갓숭,70|21|18|82|74|34
0.0493,1,플라엣테,4.933,0.108,7.3,0,아머까오|에이스번|플라엣테|드래펄트|저승갓숭|윈디(히스이),10|70|84|81|34|20
0.0493,2,플라엣테,5.087,0.271,7.3,0,보만다|브리두라스|아머까오|에이스번|플라엣테|어흥염,70|58|12|79|65|17
0.0493,2,플라엣테,5.251,0.157,10.6,0,보만다|아머까오|에이스번|플라엣테|저승갓숭|윈디(히스이),70|16|77|71|46|22
0.0491,2,플라엣테,5.094,0.247,0.0,0,보만다|마스카나|아머까오|에이스번|플라엣테|어흥염,68|51|13|80|71|16
0.049,1,무장조,5.365,0.066,0.0,0,에이스번|님피아|드래펄트|무장조|저승갓숭|어흥염,65|41|61|82|39|13
0.049,2,플라엣테,5.178,0.171,11.2,0,보만다|킬가르도|아머까오|에이스번|플라엣테|저승갓숭,72|24|11|78|66|50
0.0484,2,플라엣테,5.101,0.271,7.9,0,보만다|브리두라스|아머까오|에이스번|히트로토무|플라엣테,70|58|12|81|17|62
0.0483,2,플라엣테,5.222,0.152,9.3,0,보만다|에이스번|워시로토무|불카모스|플라엣테|저승갓숭,70|82|20|16|63|49
0.0483,2,플라엣테,5.237,0.147,10.8,0,보만다|에이스번|워시로토무|히트로토무|플라엣테|저승갓숭,68|82|15|21|64|49
0.0481,1,무장조,5.238,0.066,0.0,0,에이스번|워시로토무|님피아|드래펄트|무장조|저승갓숭,67|9|42|63|82|36
0.0481,2,무장조,5.52,0.179,0.6,0,보만다|타부자고|에이스번|워시로토무|님피아|무장조,67|39|77|17|44|56
0.048,2,플라엣테,5.045,0.247,0.6,0,보만다|마스카나|아머까오|에이스번|워시로토무|플라엣테,70|51|13|84|15|67
0.0479,1,플라엣테,4.831,0.105,8.7,0,에이스번|워시로토무|플라엣테|드래펄트|저승갓숭|어흥염,75|12|84|81|35|13
0.0477,1,망나뇽,5.233,0.181,7.3,0,아머까오|에이스번|망나뇽|님피아|드래펄트|저승갓숭,11|67|83|41|66|32
0.0476,2,무장조,5.497,0.181,0.0,0,보만다|타부자고|에이스번|님피아|무장조|어흥염,68|40|74|46|57|15
0.0475,2,플라엣테,5.173,0.16,11.2,0,보만다|아머까오|에이스번|워시로토무|플라엣테|저승갓숭,71|14|81|20|66|49
0.0474,1,무장조,5.367,0.067,0.9,0,에이스번|님피아|히트로토무|드래펄트|무장조|저승갓숭,67|42|14|62|81|35
0.0473,1,플라엣테,4.808,0.113,7.3,0,아머까오|에이스번|플라엣테|드래펄트|저승갓숭|어흥염,10|73|84|82|36|15
0.0472,1,플라엣테,4.889,0.114,8.3,0,아머까오|에이스번|히트로토무|플라엣테|드래펄트|저승갓숭,10|74|18|83|80|35
0.0472,2,플라엣테,5.268,0.233,0.0,0,보만다|타부자고|아머까오|에이스번|님피아|플라엣테,75|48|9|75|37|56
0.0471,1,플라엣테,4.997,0.111,3.0,0,에이스번|워시로토무|님피아|플라엣테|드래펄트|저승갓숭,72|11|22|83|78|34
0.0469,1,한카리아스,4.866,0.483,0.0,0,한카리아스|아머까오|에이스번|워시로토무|님피아|저승갓숭,97|15|83|14|50|42
0.0463,1,마폭시,5.25,0.158,1.4,0,에이스번|워시로토무|님피아|마폭시|미끄래곤(히스이)|저승갓숭,72|20|47|92|23|46
0.0463,1,플라엣테,5.061,0.16,1.5,0,타부자고|에이스번|님피아|플라엣테|드래펄트|어흥염,35|70|20|83|78|14
0.046,1,플라엣테,4.836,0.104,8.7,0,에이스번|워시로토무|히트로토무|플라엣테|드래펄트|저승갓숭,76|8|18|83|79|37
0.046,2,플라엣테,5.074,0.164,7.9,0,보만다|아머까오|에이스번|불카모스|플라엣테|저승갓숭,72|13|80|16|68|51
0.046,2,플라엣테,5.191,0.166,11.2,0,보만다|아머까오|에이스번|삼삼드래|플라엣테|저승갓숭,71|15|80|19|66|49
0.046,2,플라엣테,5.003,0.272,11.2,0,보만다|브리두라스|아머까오|에이스번|워시로토무|플라엣테,70|59|12|83|13|62
0.0453,1,마폭시,4.892,0.278,9.8,1,브리두라스|아머까오|에이스번|워시로토무|마폭시|저승갓숭,69|11|69|14|92|45
0.0452,1,마폭시,4.948,0.285,0.7,0,브리두라스|아머까오|에이스번|워시로토무|님피아|마폭시,58|12|74|15|48|92
0.0447,1,플라엣테,4.676,0.113,9.0,0,아머까오|에이스번|워시로토무|플라엣테|드래펄트|저승갓숭,10|76|10|85|83|35
0.0444,1,플라엣테,4.798,0.108,8.7,0,에이스번|워시로토무|불카모스|플라엣테|드래펄트|저승갓숭,76|12|12|82|81|36
0.0441,1,마폭시,4.828,0.267,11.2,0,브리두라스|에이스번|워시로토무|마폭시|저승갓숭|어흥염,68|70|15|92|47|8
0.0437,1,보만다,5.444,0.237,2.0,0,보만다|브리두라스|에이스번|님피아|히트로토무|저승갓숭,84|48|67|41|16|44
0.0435,1,마폭시,5.088,0.173,1.9,0,아머까오|에이스번|워시로토무|님피아|마폭시|저승갓숭,12|73|23|53|92|47
0.0434,1,망나뇽,5.257,0.264,0.6,0,마스카나|아머까오|에이스번|망나뇽|님피아|저승갓숭,53|13|75|86|40|33
0.0432,1,플라엣테,4.785,0.182,0.1,0,마스카나|아머까오|에이스번|워시로토무|플라엣테|드래펄트,40|11|77|11|81|79
0.043,2,플라엣테,5.252,0.16,11.5,0,보만다|에이스번|워시로토무|플라엣테|잠만보|어흥염,73|78|23|69|40|17
0.0428,1,망나뇽,5.182,0.314,0.6,0,타부자고|마스카나|아머까오|에이스번|망나뇽|님피아,38|53|10|72|88|39
0.0427,1,마폭시,4.892,0.279,1.5,0,브리두라스|에이스번|워시로토무|님피아|마폭시|어흥염,60|74|15|49|92|10
0.0427,2,플라엣테,5.191,0.172,11.2,0,보만다|아머까오|에이스번|워시로토무|플라엣테|잠만보,75|15|79|21|67|43
0.0426,2,플라엣테,5.169,0.17,8.7,0,보만다|아머까오|에이스번|히트로토무|플라엣테|잠만보,74|13|80|22|68|43
0.0425,1,마폭시,4.982,0.162,2.7,0,에이스번|워시로토무|님피아|마폭시|저승갓숭|어흥염,74|22|53|92|50|8
0.0424,1,보만다,5.276,0.254,0.6,0,보만다|브리두라스|아머까오|에이스번|님피아|저승갓숭,86|51|10|68|41|43
0.0424,2,플라엣테,4.978,0.162,11.2,0,보만다|아머까오|에이스번|라우드본|플라엣테|저승갓숭,73|13|82|12|69|51
0.0407,2,무장조,5.525,0.104,7.9,0,보만다|에이스번|히트로토무|미끄래곤(히스이)|무장조|저승갓숭,67|73|21|30|63|46
0.0406,1,마폭시,5.146,0.254,0.7,0,마스카나|아머까오|에이스번|워시로토무|님피아|마폭시,45|14|71|23|54|93
0.0404,1,망나뇽,5.286,0.273,0.6,0,마스카나|아머까오|에이스번|망나뇽|님피아|잠만보,55|13|69|88|39|35
0.0403,1,보만다,5.389,0.21,1.4,0,보만다|타부자고|에이스번|님피아|저승갓숭|어흥염,87|46|63|45|45|13
0.0402,1,보만다,5.424,0.204,2.0,0,보만다|타부자고|에이스번|님피아|히트로토무|저승갓숭,86|42|67|44|16|44
0.0401,1,보만다,5.366,0.205,2.0,0,보만다|타부자고|에이스번|워시로토무|님피아|저승갓숭,87|42|69|15|45|42
0.0396,2,플라엣테,5.232,0.175,4.2,0,보만다|에이스번|워시로토무|님피아|플라엣테|어흥염,75|82|23|33|68|20
0.0396,2,무장조,5.387,0.133,0.0,0,보만다|에이스번|워시로토무|님피아|미끄래곤(히스이)|무장조,71|76|19|46|24|63
0.0396,2,무장조,5.415,0.101,7.9,0,보만다|에이스번|워시로토무|미끄래곤(히스이)|무장조|저승갓숭,66|76|15|31|65|48
0.0392,1,망나뇽,5.363,0.225,8.7,0,타부자고|에이스번|망나뇽|님피아|저승갓숭|어흥염,43|70|89|39|42|16
0.039,2,무장조,5.281,0.137,3.6,0,보만다|에이스번|워시로토무|님피아|무장조|어흥염,71|76|21|50|66|16
0.039,2,플라엣테,5.018,0.172,10.6,0,보만다|아머까오|에이스번|플라엣테|잠만보|어흥염,75|13|81|73|40|17
0.0385,1,플라엣테,4.919,0.121,8.4,0,아머까오|에이스번|히트로토무|플라엣테|드래펄트|잠만보,11|75|22|84|79|29
0.0378,1,망나뇽,5.267,0.273,11.2,0,브리두라스|아머까오|에이스번|망나뇽|님피아|저승갓숭,54|12|76|83|36|39
0.0377,1,마폭시,5.05,0.235,1.6,0,타부자고|아머까오|에이스번|워시로토무|님피아|마폭시,45|10|75|26|52|92
0.0377,1,플라엣테,4.812,0.111,8.8,0,에이스번|워시로토무|플라엣테|드래펄트|잠만보|어흥염,75|15|83|85|28|14
