atk\def,보만다,한카리아스,누리레느,갑주무사,하마돈,루카리오,드닐레이브,브리두라스,타부자고,따라큐,고릴타,킬가르도,마스카나,갸라도스,아머까오,킬라플로르,대쓰여너,리자몽,포푸니크,개굴닌자,에이스번,알로라 나인테일,에써르(수컷),워시로토무,불카모스,빠르모트,라우드본,삼삼드래,메타그로스,망나뇽,님피아,히트로토무,거북왕,대도각참,팬텀,마폭시,엠페르트,번치코,대짱이,라이츄,블래키,다크펫,더시마사리,핫삼,오롱털,픽시,카디나르마,앱솔,찌리배리,맘모꾸리,파라블레이즈,패리퍼,찌르호크,대검귀,마기라스,이어롭,플라엣테,배바닐라,드래펄트,입치트,메가니움,메타몽,이상해꽃,밀로틱,스코빌런,아쿠스타,몰드류,조로아크(히스이),미끄래곤(히스이),잠만보,무장조,클레스퍼트라,창파나이트,우츠보트,가라르야도킹,깜까미,엘풍,저승갓숭,스트린더(하이),샤미드,사마자르,인텔리레온,깨비물거미,가디안,왕구리,엘레이드,브리무음,눈여아,어흥염,마릴리,올리르바,스트린더(로우),펜드라,화염레오,윈디(히스이),캥카,꿈트렁,에써르(암컷),후딘,드래캄
고릴타,-0.7286,-0.5621,0.1379,-0.3355,0.6325,-0.3288,-0.3288,-0.3288,-0.0267,0.0068,0,-0.0955,-0.0955,0.2400,-0.5621,-0.3288,0.2401,-0.8746,-0.3288,-0.3288,-0.3288,-0.3288,0.0068,0.9113,-0.7955,0.0068,-0.3338,-0.3288,0.1379,-0.7468,-0.0292,-0.8977,0.7068,0.7068,-0.3288,-0.6644,0.1767,-0.1977,0.7068,0.3424,0.9625,0.1379,0.9016,-0.2296,0.4735,0.5627,-0.1977,0.4735,0.9019,0.1379,-0.0955,0.1007,-0.7955,0.4735,0.7068,0.0068,-0.2837,-0.1977,-0.5621,0.3891,0.9031,0.5757,-0.5163,0.4748,-0.1906,0.0068,0.0068,-0.3288,0.1379,0.1845,-0.7312,0.0068,0.1379,-0.3288,-0.0172,0.8919,-0.4379,-0.2267,0.1379,0.4608,-0.0955,-0.0955,0.2400,0.4735,0.7068,0.1379,0.3057,-0.3288,-0.1192,0.9113,0.4735,0.1379,-0.7955,-0.6644,-0.3288,-0.3288,0.5732,0.2401,0.0068,-0.1977
킬가르도,-0.2573,-0.3288,0.0468,0.0000,0.1754,0.0068,-0.3288,-0.2267,-0.0250,-0.0955,-0.3288,0,-0.3288,-0.5621,-0.0880,0.0068,-0.0955,-0.3815,0.0068,-0.3288,-0.3288,0.5757,0.0068,0.0068,-0.4686,0.0068,-0.3288,-0.3288,-0.3288,-0.3928,0.4804,-0.3288,0.0068,0.3712,-0.3288,-0.3288,0.2790,-0.6644,-0.3288,0.0068,-0.1877,-0.3288,0.9196,-0.1274,0.1379,0.5649,-0.3288,-0.0955,0.6794,-0.3288,-0.3288,0.0758,0.2809,-0.3288,-0.0955,1.0000,0.7632,0.9113,-0.0955,0.8090,0.3095,0.2401,-0.1105,0.7566,-0.3288,0.6780,-0.3288,-0.3288,0.2401,0.4735,0.1032,0.0068,0.0068,0.3424,0.7747,0.2835,1.0000,0.0068,0.3424,0.4071,0.0068,0.0068,0.9065,0.0068,0.0068,-0.0955,0.4735,0.0068,-0.3288,0.9113,0.4735,0.3424,0.0068,-0.3288,-0.3288,0.0068,-0.2267,0.3424,0.0068,0.4735
마스카나,-0.2589,-0.0955,-0.1854,-0.2642,0.5101,-0.4311,-0.1977,-0.3288,-0.0230,-0.1729,-0.1977,-0.0955,0,0.1379,-0.0955,-0.4311,0.0068,-0.6413,-0.1977,-0.1977,-0.8977,-0.0955,-0.3288,0.8090,-0.8042,-0.1977,-0.3338,-0.0955,0.1379,0.4268,-0.5981,-0.8977,0.1379,-0.3288,-0.1977,-0.1977,0.1497,-0.4311,0.1379,-0.3288,0.9943,0.1379,0.8910,-0.7985,0.1379,-0.3041,-0.1977,0.1379,0.5565,0.1379,0.1379,0.3340,-0.3902,0.1379,-0.0955,-0.0955,-0.7675,-0.4311,-0.4311,-0.3288,0.7080,0.1379,0.1021,0.2394,-0.3649,0.1379,-0.3288,0.1379,-0.0955,-0.5621,-0.2646,0.1379,-0.1977,0.1379,-0.0172,1.0000,0.1379,-0.1977,0.1379,0.2274,-0.4311,0.1379,-0.2684,-0.1977,0.1379,0.0277,0.0212,0.1379,-0.8977,-0.0955,0.3390,0.1379,-0.3204,-0.4311,-0.6606,-0.0955,-0.5744,0.4735,0.1379,0.0356
갸라도스,0.0767,0.0068,0.5139,0.7865,0.9557,0.3424,-0.7955,-0.8977,-0.7230,0.3042,-0.2267,0.2400,-0.5621,0,-0.2313,-0.3288,-0.3288,0.0826,0.3424,0.3424,0.0068,0.1066,0.3424,-0.6644,0.5375,-0.6644,0.8903,-0.5621,0.1379,0.0224,-0.1357,-0.6644,0.9113,0.3557,0.0068,0.0068,0.9208,0.1379,1.0000,-0.6644,0.7123,0.8090,0.9255,0.2760,0.5732,0.3985,0.4735,0.2400,-0.3356,0.4735,0.0068,0.2976,-0.1399,0.6780,0.1379,-0.4623,-0.5180,0.2400,-0.6644,0.4735,0.4924,1.0000,0.4568,0.9928,0.2400,0.6780,0.0068,0.0068,0.1379,0.3990,0.1607,0.3424,0.5732,0.5732,0.7095,0.9442,0.1066,0.0105,-0.1977,0.9831,0.0068,0.6780,0.8910,-0.0955,1.0000,0.8011,0.4067,-0.3288,0.8755,0.7758,0.4397,-0.1977,-0.1156,0.3424,-0.3288,-0.5467,0.6634,0.3424,0.0068,-0.1977
아머까오,-0.6994,-0.3570,0.3007,0.8188,0.7099,-0.2267,-0.2700,-0.7955,-0.7000,1.0000,0.3424,-0.7000,0.0068,-0.4344,0,0.1066,-0.4623,-0.7955,0.3424,0.1066,-0.7955,0.3424,0.1066,-0.7000,-0.2676,-0.5621,-0.7955,-0.4623,-0.7000,-0.4087,0.5932,-0.7955,-0.4623,0.3557,0.1066,-0.5621,0.3019,-0.3288,0.0322,-0.7955,0.5528,0.5732,0.7000,0.0658,0.9065,0.5982,-0.7955,0.2694,-0.7000,0.4399,-0.4623,0.3583,-0.3830,0.0749,0.5732,0.2250,0.5938,-0.2267,-0.2267,-0.0540,0.9953,1.0000,1.0000,0.0816,-0.3288,0.7599,0.4906,-0.2267,-0.1638,-0.1608,-0.7000,0.8779,0.4735,1.0000,-0.0403,0.9488,1.0000,0.1066,-0.6996,0.2645,0.4399,0.1066,0.9932,0.0068,0.1345,0.3424,0.5732,0.0659,-0.7955,0.3859,1.0000,-0.6996,1.0000,-0.5621,-0.7918,0.1423,0.5484,0.1066,-0.0293,0.2400
킬라플로르,-0.4293,-0.8977,0.1379,-0.1977,-0.5167,-0.6644,-0.6644,0.1379,-0.3606,-0.0065,0.0356,-0.4311,0.2401,-0.1977,0.0043,0,-0.6644,0.3917,-0.3288,-0.3288,-0.3288,0.0068,-0.5621,-0.0955,-0.0342,-0.3288,-0.1005,-0.6644,-0.1977,-0.2611,0.5449,0.0068,-0.1977,0.1379,0.0068,-0.3288,0.1108,-0.1977,-0.1977,0.0068,0.5132,0.4735,0.0043,-0.0381,0.4735,1.0000,0.1379,0.4735,-0.0023,-0.1977,0.4735,0.1379,0.5551,0.1379,-0.4311,-0.0095,-0.1805,0.1379,-0.3288,0.1379,0.1379,-0.3288,-0.2128,0.0038,0.4445,-0.3288,-0.6644,0.0068,-0.3288,-0.8510,-0.2646,-0.3288,0.1379,0.5732,-0.2505,0.8534,0.3424,-0.4730,0.4735,-0.3000,0.4735,-0.3288,0.0060,0.1379,-0.0955,-0.2056,0.1379,0.0068,0.4836,0.4735,0.0034,0.4735,-0.4880,-0.3288,-0.3163,-0.5621,-0.5744,-0.0955,-0.5621,0.1379
대쓰여너,-0.2573,-0.3288,0.2116,0.2334,0.5967,0.0068,-0.3288,-0.7955,-0.2584,-0.3288,-0.8977,-0.4311,-0.5621,-0.3288,0.2400,-0.3288,0,-0.0197,0.2401,-0.3288,-0.0955,0.0068,0.0068,-0.5621,0.4412,-0.6644,0.4571,-0.5621,0.1379,0.0624,0.2110,-0.0955,0.0066,-0.0955,-0.3288,0.0068,0.3019,-0.0955,0.2400,-0.3288,0.1840,0.1379,0.7887,0.1965,0.1379,0.7847,0.1379,0.1379,0.2332,0.0068,-0.3288,0.5270,-0.2454,-0.5621,0.1379,0.0068,-0.1805,0.6780,-0.6644,0.4735,-0.7252,0.2401,-0.2624,0.8902,0.2040,0.3424,0.2401,-0.3288,-0.2313,0.8536,0.2266,0.0068,0.1379,0.2400,0.7095,0.2835,-0.5621,-0.2019,0.1379,0.9036,0.0068,0.0068,1.0000,-0.3288,0.9065,-0.3288,0.4735,-0.3288,0.1379,0.2442,-0.0955,0.1379,0.5188,0.0068,-0.3163,0.0068,0.9065,0.3424,-0.3288,0.1379
리자몽,-0.5120,-0.6148,-0.1482,0.2726,0.1951,0.8321,-0.0729,-0.0955,0.1133,0.4578,0.8321,0.2136,-0.0724,-0.1482,0.5492,-0.5365,-0.7171,0,-0.6413,-0.3288,-0.5781,0.2632,0.0293,0.0852,0.3533,-0.6413,-0.0229,-0.3057,0.3943,0.0902,0.2905,-0.7955,-0.1746,0.3943,0.0293,-0.4751,-0.0973,-0.1977,-0.1219,-0.3815,0.3643,0.2136,-0.4692,0.7887,0.4960,0.8767,0.0275,-0.1219,-0.3323,-0.1219,-0.3068,0.1415,-0.2296,0.2136,-0.4838,-0.5396,0.2619,0.3943,-0.3057,0.5492,0.4110,0.8522,0.4951,0.0102,0.9078,-0.2530,-0.4080,0.0826,-0.2921,-0.7739,0.7542,0.3272,0.5492,0.8321,0.2374,0.7275,1.0000,-0.0714,0.0852,-0.2872,-0.1746,-0.3288,-0.0729,0.1609,0.1609,0.1722,0.4056,0.0826,-0.2285,-0.1177,0.5492,0.0852,-0.3288,-0.2125,-0.7238,0.1248,0.4079,0.4960,-0.0014,0.0852
포푸니크,-0.7955,-0.8977,0.4735,-0.0955,-0.6269,0.1379,0.1379,0.1379,0.0673,0.1627,0.1379,-0.0955,-0.0955,-0.3288,-0.3288,0.1379,-0.8977,-0.0724,0,0.0068,-0.6644,0.4735,-0.6644,0.4735,0.0033,0.1379,-0.0950,-0.0955,-0.4311,-0.3299,0.1379,-0.3288,0.1379,0.7068,0.4735,-0.1977,0.6798,0.1379,-0.4311,0.0068,1.0000,0.1379,-0.1600,-0.0049,0.4735,0.7735,-0.4311,0.0356,0.4448,-0.1977,0.1379,-0.0955,-0.8142,0.7068,0.3712,0.3712,-0.5161,0.3712,-0.3288,-0.4311,0.7080,0.8090,0.2043,0.9036,0.1379,-0.1977,-0.4311,0.4735,0.1379,0.1379,-0.3570,-0.1977,0.1379,0.9932,-0.5861,0.9057,0.4735,0.4714,-0.3288,0.5488,0.9113,0.2401,0.3408,-0.1977,0.1379,-0.1977,-0.1977,0.4735,0.1141,0.8090,0.1379,-0.3288,0.0152,0.1379,-0.1852,0.3351,0.1379,-0.1977,-0.4311,-0.0955
개굴닌자,-0.0238,-0.0955,-0.3906,-0.4311,0.1754,-0.1977,-0.3288,-0.0955,-0.0230,-0.1902,-0.1977,-0.0955,-0.0955,-0.3288,0.0043,0.1379,-0.3288,-0.3288,-0.4311,0,-0.6644,0.1379,-0.3288,-0.0955,-0.1365,-0.1977,0.2350,-0.3288,-0.1977,0.3078,-0.5981,-0.3288,0.2400,-0.0955,0.1379,0.1379,0.2472,0.0356,0.1379,-0.6644,0.8228,0.4735,0.7887,-0.2382,0.1379,-0.0708,0.1379,0.1379,-0.5314,0.1379,0.1379,0.2400,-0.3288,0.1379,0.1379,-0.0955,-0.7675,0.5732,-0.3288,0.1379,-0.0252,0.4735,0.1379,-0.2319,-0.1977,1.0000,-0.3288,0.1379,-0.5621,-0.3389,-0.0232,0.1379,-0.1977,0.1379,0.0834,0.9971,0.1379,-0.6644,-0.0955,0.7350,0.1379,0.8090,-0.5621,-0.1977,0.5732,-0.4311,0.1379,0.4735,0.1379,0.1379,0.1379,-0.0955,0.1379,0.4735,0.1379,-0.0955,-0.0955,0.4735,0.1379,0.1379
에이스번,-0.6573,-0.8977,0.1379,-0.0955,-0.4145,0.1379,0.1379,0.1379,0.3693,0.4735,0.3712,0.1379,0.2401,-0.0955,0.4735,0.1379,-0.6644,0.0838,-0.0955,-0.3288,0,0.9113,0.0068,0.1379,0.5755,0.1379,-0.0005,-0.0955,0.1379,-0.0406,0.7800,0.0068,-0.1977,0.3712,0.4735,0.4735,0.0474,0.1379,-0.4311,0.0068,0.8942,0.1379,0.2400,0.5641,0.7068,0.9906,0.4735,0.3712,0.2986,-0.1977,0.1379,0.1007,-0.4806,0.3712,0.0356,0.1379,0.4336,0.8090,-0.3288,0.9113,0.7080,0.7068,0.4377,0.2381,0.8090,0.1379,-0.4311,0.4735,0.1379,0.1379,0.4801,0.4735,0.1379,0.4735,0.5398,0.6614,1.0000,-0.0707,0.4735,-0.0955,0.1379,-0.3288,-0.0955,0.4735,0.1379,0.1379,0.4735,0.8090,0.4497,0.1379,0.1379,0.4735,0.1379,0.4735,-0.1852,0.3351,0.1554,0.4735,0.0068,0.1379
알로라 나인테일,0.1396,-0.0955,-0.2597,-0.4311,0.3877,-0.4311,-0.1977,-0.4311,-0.5920,0.2400,0.1379,-0.8977,0.0068,0.0043,-0.3288,-0.0955,-0.5621,-0.8746,-0.5621,-0.3288,-0.8977,0,-0.2267,0.0043,-0.7955,0.1379,-0.5671,-0.0955,-0.4311,0.6434,-0.7292,-0.8977,-0.3288,-0.6644,-0.5621,-0.4311,-0.8859,-0.4311,-0.3288,-0.2267,0.9080,0.1379,-0.7000,-0.8390,0.4735,0.0293,-0.4311,0.1379,0.0003,-0.0955,-0.0955,0.2931,-0.0547,0.4735,-0.4311,-0.3288,-0.7524,-0.3288,-0.3288,-0.6644,0.7080,0.9113,0.1379,-0.4654,-0.1906,0.1066,-0.8977,-0.3288,-0.8977,-0.7955,-0.3570,0.5732,0.1379,0.1379,-0.7172,1.0000,0.3424,-0.0707,-0.0955,-0.6712,-0.0955,-0.2267,-0.0481,0.2400,0.3027,0.1379,0.2400,0.0659,-0.8977,-0.0591,0.4735,-0.0955,-0.7213,-0.8977,-0.8977,-0.1316,-0.8977,0.2400,-0.2267,-0.1977
에써르(수컷),-0.7256,-0.5621,0.2116,-0.4311,-0.0588,-0.0955,-0.0955,-0.7955,-0.0267,-0.3461,-0.4311,-0.3288,-0.3288,-0.3288,0.0043,0.4735,-0.5621,-0.5396,-0.0955,-0.3288,-0.5621,-0.2267,0,-0.0955,-0.7955,-0.3288,-0.2247,-0.3288,-0.0955,-0.1607,-0.7292,-0.5621,-0.0955,-0.4311,0.0068,-0.5621,-0.2856,-0.1977,0.1379,-0.2267,-0.7176,0.1379,0.5732,-0.0049,-0.4311,-0.2082,-0.0955,0.1379,-0.2177,0.1379,-0.0955,0.2931,-0.7528,-0.1977,-0.0955,-0.7955,-0.7524,-0.0955,-0.3288,0.4735,0.2838,0.3424,0.2043,0.2942,-0.0955,0.0068,-0.5621,-0.2267,-0.7955,-0.7519,-0.0232,0.3424,-0.1977,0.4735,0.0229,0.0366,0.0068,-0.0955,0.4735,0.0288,-0.4311,-0.3288,-0.5621,0.2400,0.2400,-0.0955,0.2400,0.0068,-0.6540,-0.1939,0.0987,0.4735,-0.3288,-0.5621,-0.3375,-0.1316,-0.0779,0.9065,-0.2267,0.1379
