atk\def,보만다,한카리아스,누리레느,갑주무사,하마돈,루카리오,드닐레이브,브리두라스,타부자고,따라큐,고릴타,킬가르도,마스카나,갸라도스,아머까오,킬라플로르,대쓰여너,리자몽,포푸니크,개굴닌자,에이스번,알로라 나인테일,에써르(수컷),워시로토무,불카모스,빠르모트,라우드본,삼삼드래,메타그로스,망나뇽,님피아,히트로토무,거북왕,대도각참,팬텀,마폭시,엠페르트,번치코,대짱이,라이츄,블래키,다크펫,더시마사리,핫삼,오롱털,픽시,카디나르마,앱솔,찌리배리,맘모꾸리,파라블레이즈,패리퍼,찌르호크,대검귀,마기라스,이어롭,플라엣테,배바닐라,드래펄트,입치트,메가니움,메타몽,이상해꽃,밀로틱,스코빌런,아쿠스타,몰드류,조로아크(히스이),미끄래곤(히스이),잠만보,무장조,클레스퍼트라,창파나이트,우츠보트,가라르야도킹,깜까미,엘풍,저승갓숭,스트린더(하이),샤미드,사마자르,인텔리레온,깨비물거미,가디안,왕구리,엘레이드,브리무음,눈여아,어흥염,마릴리,올리르바,스트린더(로우),펜드라,화염레오,윈디(히스이),캥카,꿈트렁,에써르(암컷),후딘,드래캄
개굴닌자,0.6063,0.3712,0.1379,-0.3355,0.6211,-0.1977,-0.0955,0.1379,0.1379,0.1206,-0.1977,0.1379,0.3712,-0.0955,0.2400,0.3712,0.4735,0.3185,-0.1977,0,0.0356,0.1379,0.1379,0.1379,0.1379,-0.1977,0.4848,0.1379,0.1379,0.4268,-0.3648,0.3712,0.4735,-0.0955,0.1379,0.1379,0.2785,0.0356,0.7068,0.1379,0.9943,0.7068,0.9932,0.0038,0.1379,0.1379,0.3712,0.1379,-0.0955,0.3712,0.1379,0.4894,0.1806,0.1379,0.1379,0.1379,-0.0494,0.8090,-0.0955,0.1379,0.1379,0.4735,0.3562,0.3024,0.0356,1.0000,0.3712,0.3712,-0.0955,0.0043,0.2118,0.1379,-0.1977,0.1379,0.5398,1.0000,0.3712,-0.4311,0.3712,0.8929,0.3712,0.8090,-0.1661,0.1379,0.9113,-0.0955,0.1379,0.4735,0.1379,0.1379,0.1379,0.3712,0.1379,0.7068,0.3712,-0.0955,0.1379,0.4735,0.3712,0.1379
에이스번,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알로라 나인테일,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에써르(수컷),,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
워시로토무,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
불카모스,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빠르모트,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라우드본,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼삼드래,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
메타그로스,0.2094,0.1379,0.4855,0.3169,-0.0588,0.4735,0.4735,0.2400,0.2083,0.7144,0.2400,0.1379,0.0068,0.4735,0.8910,0.7068,0.4735,0.0852,0.2401,-0.3288,-0.3288,0.8090,0.4735,0.2400,-0.0020,0.7068,-0.0841,0.1379,0,0.5290,0.7800,-0.0955,0.2400,0.3712,0.1379,0.1379,0.4850,0.1379,-0.0955,0.2401,0.5566,0.1379,1.0000,0.2256,0.3712,0.7735,0.1379,0.4735,0.9001,0.1379,0.1379,0.7231,0.5350,0.4735,0.7068,0.9113,0.8934,0.9113,-0.3288,0.9113,0.4729,0.8090,0.6918,0.9922,-0.0293,0.6780,0.1379,-0.0955,0.4735,0.3668,0.6671,0.4735,0.1379,0.9113,0.5398,0.5168,1.0000,0.7734,0.8090,0.8575,0.8090,0.0068,0.9361,0.7068,0.4735,0.4735,0.5901,0.4735,-0.0955,0.6418,0.4735,0.8090,0.0068,0.1379,0.3625,0.5254,0.7967,0.8090,0.0068,0.4735
망나뇽,0.2264,-0.0466,0.1586,0.9990,0.3838,0.7528,0.2555,0.3057,0.4790,0.1179,1.0000,0.3571,-0.4966,0.5911,0.9091,0.5911,0.3571,0.4969,0.3456,-0.3255,0.3456,-0.4445,0.8019,0.9093,0.9872,-0.1610,0.9172,0.4201,0.1867,0,-0.4612,0.9033,0.3571,0.8579,0.0101,0.1259,0.1783,0.6413,0.3571,0.5167,0.9021,0.7528,0.9411,0.9521,0.1137,-0.0581,0.9093,0.4767,0.9402,0.0222,0.5797,0.6582,0.7535,0.3057,0.1867,-0.2799,-0.1306,0.0222,-0.0466,0.4767,0.9703,0.8100,0.9660,0.0071,0.9948,-0.1610,0.6307,0.0101,0.1867,0.0648,0.9600,0.6812,0.9123,0.9816,0.1382,0.9597,0.1746,0.3390,0.9123,0.0148,0.4767,-0.1610,0.5731,0.1137,0.3571,0.0222,0.0602,-0.3255,0.9112,0.4883,0.8220,0.9123,0.4356,0.6812,0.2574,0.3571,0.9133,0.9093,0.3456,0.4201
님피아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
히트로토무,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
거북왕,0.3118,0.2401,0.2615,0.2347,0.7819,0.0068,-0.5621,-0.3288,-0.1542,0.0068,-0.3288,0.4735,-0.3288,-0.7955,0.8111,0.2401,0.0066,-0.0197,0.0068,0.0068,0.2401,0.3424,0.0068,-0.5621,0.3014,-0.3288,0.9063,-0.3288,0.4735,0.1767,0.2110,-0.0955,0,0.4735,0.0068,0.5757,0.6118,0.2401,0.4735,-0.3288,0.9795,0.4735,0.8830,0.7251,0.4735,0.8962,0.7068,0.8090,0.2332,0.2401,0.2401,0.3424,0.2809,0.6780,0.7068,0.0068,-0.2837,1.0000,0.0068,0.8090,-0.2574,0.9113,-0.2624,0.8380,0.1379,0.6780,0.2401,0.2401,0.2400,0.5732,0.7907,0.0068,0.1379,0.4735,0.7095,0.8919,-0.3288,0.0068,0.1379,0.7863,0.5757,0.4399,0.9138,0.0068,0.9852,0.0068,0.4735,0.0068,0.8090,0.5079,0.1990,0.1379,0.0068,0.5757,-0.0830,0.0068,0.9160,0.3424,0.0068,0.1379
대도각참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팬텀,0.1379,-0.1977,0.4735,0.0714,-0.3935,0.3712,0.1379,0.3712,0.1379,0.1379,0.3712,-0.1977,0.3712,-0.0955,0.0043,-0.0955,0.1379,0.1609,-0.0955,0.3712,0.1379,0.7068,0.1379,0.4735,0.1055,0.1379,0.1379,0.1379,0.1379,0.0224,0.4735,0.1379,-0.0955,0.3712,0,0.1379,0.4735,0.1379,-0.4311,0.4735,0.2229,0.0356,0.6012,0.3393,0.0356,0.9906,0.1379,0.3712,0.5513,-0.1977,-0.1977,0.5270,0.2213,0.3712,0.3712,0.8090,0.2862,0.4735,-0.3288,0.4735,0.7783,0.7068,0.2043,0.5992,0.3712,0.3712,-0.1977,-0.0955,0.1379,0.0312,0.3043,0.3712,0.1379,0.4735,0.1379,0.0366,1.0000,0.4378,0.4735,0.2950,0.1379,0.1379,0.5732,0.1379,0.2400,0.1379,0.2545,0.3712,0.1379,0.8090,0.3390,0.4735,0.1379,0.3712,0.1379,0.1379,0.3888,0.1379,0.3712,-0.0955
마폭시,0.2094,0.1379,-0.0955,0.2334,0.6325,0.7068,0.1379,0.4735,0.4417,0.1379,0.7068,0.0356,0.3712,-0.0955,0.4735,0.3712,-0.4311,0.8103,0.3712,0.1379,0.1379,0.8090,0.4735,0.1379,0.5355,0.3712,0.2236,0.3712,0.8090,0.3994,0.5449,0.8090,-0.0955,0.3712,0.3712,0,0.1108,0.3712,-0.4311,0.4735,0.2229,-0.1977,0.4735,0.7068,0.1379,0.9939,0.8469,0.1379,0.9001,0.3712,-0.4311,0.1541,0.4120,0.1379,-0.4311,0.1379,0.8575,1.0000,-0.3288,0.7068,0.9733,0.9113,0.8756,0.1403,0.9749,-0.0955,0.3712,0.3712,0.2400,0.1416,0.4735,0.4735,0.3712,0.7068,0.8221,0.2699,1.0000,0.4378,0.7068,0.1124,0.1379,0.1379,0.1379,0.9113,-0.0955,0.4735,1.0000,0.7068,-0.3288,-0.0955,0.7681,0.7068,0.5476,0.4735,-0.4311,0.1379,0.8090,1.0000,0.4735,0.1379
엠페르트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
번치코,-0.0938,-0.3288,0.1379,0.1669,0.0522,0.3712,0.3712,0.3712,0.7773,0.4983,0.3712,0.3712,0.2401,0.1379,0.1379,0.3712,-0.1977,0.2136,-0.3288,-0.0955,-0.3288,0.2401,0.3712,0.1379,0.3389,-0.3288,0.2350,0.3712,0.3712,0.0738,0.1379,0.4735,-0.1977,0.8090,0.2401,-0.3288,0.3442,0,-0.1977,0.2401,1.0000,0.1379,0.2400,0.3712,0.4735,0.5627,0.1379,0.7068,0.5667,0.3712,0.1379,0.3340,-0.3475,0.3712,0.3712,-0.0955,0.2862,0.9113,-0.5621,0.7068,0.7783,0.7068,0.4377,0.2394,0.8090,-0.3288,0.0356,0.0068,0.3712,0.3712,0.1379,-0.3288,0.1379,0.7068,0.1379,1.0000,0.2401,0.4378,0.7068,-0.0667,0.4735,-0.3288,0.1379,0.1379,0.1379,0.1379,0.1379,0.5757,0.5076,0.4735,0.3712,0.7068,0.0809,0.2401,0.3750,0.3712,0.3765,0.1379,-0.0955,0.1379
대짱이,0.0767,0.0068,0.5139,-0.1705,0.6342,0.2401,-0.2267,0.0068,0.5738,-0.3288,-0.6644,0.4735,-0.3288,-0.8977,0.8111,-0.0955,-0.3288,-0.4080,0.2401,-0.3288,0.2401,0.3424,-0.3288,-0.4623,-0.0955,0.2401,0.9907,-0.2267,0.5757,0.0624,0.2110,0.9113,-0.2267,0.8090,0.5757,0.5757,0.3830,0.2401,0,0.2401,0.9787,0.4735,1.0000,0.5994,0.4735,0.9521,-0.0955,0.3424,1.0000,0.2401,0.2401,0.3016,0.0456,0.6780,0.8090,0.0068,-0.1805,0.0068,0.0068,0.8090,-0.5929,0.8090,-0.4806,0.7575,-0.6644,0.6780,0.2401,0.3424,0.4735,0.8536,0.4908,-0.3288,0.1379,-0.0955,0.8770,0.9498,-0.0955,-0.2019,0.5757,0.8945,0.5757,0.3424,0.6889,0.0068,0.5757,-0.3288,0.1379,0.3424,0.8090,1.0000,-0.1365,0.5757,0.5188,0.5757,0.5915,0.0068,0.9111,0.3424,-0.0955,0.7068
라이츄,-0.0256,-0.1977,0.3835,0.3712,-0.3935,0.3712,0.1379,0.1379,0.3301,0.4735,-0.0955,0.1379,0.3712,0.3712,0.9113,0.1379,0.3712,0.3943,0.1379,0.3712,0.1379,0.4735,0.4735,0.1379,0.1990,0.1379,0.2350,0.3712,0.1379,-0.0966,-0.0955,-0.0955,0.3712,0.3712,0.1379,0.1379,0.3830,0.1379,-0.1977,0,0.5566,0.1379,0.8090,0.3307,0.1379,0.5627,0.1379,0.3712,0.3556,-0.1977,0.1379,0.7068,0.3712,0.7068,0.3712,0.1379,0.0347,0.1379,-0.3288,0.7068,0.0115,0.7068,-0.2308,0.8072,-0.0293,0.7068,-0.1977,0.4735,0.1379,0.0312,0.3810,0.4735,-0.1977,0.0575,0.5398,0.6191,0.2400,-0.0707,0.2400,0.7677,0.1379,0.7068,0.6362,0.1379,0.3712,0.1379,0.3057,0.4735,0.1379,0.7068,0.1379,0.2400,0.1379,0.1379,0.1379,0.1379,0.3712,0.4735,0.1379,-0.3288
블래키,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다크펫,-0.4922,-0.3288,0.1783,0.0000,-0.0588,-0.3288,-0.3288,-0.5621,-0.2564,-0.0955,-0.3288,0.0356,-0.0955,-0.5621,0.2400,0.0068,-0.0955,-0.3057,-0.3288,-0.3288,-0.3288,0.2401,0.0068,-0.3288,0.0068,-0.3288,0.1492,-0.5621,0.1379,-0.3928,0.1379,-0.3288,-0.3288,-0.8977,-0.0955,-0.0955,0.1497,-0.3288,0.1379,-0.3288,-0.0123,0,0.9065,0.3393,-0.1977,0.7735,0.1379,-0.0955,0.5667,-0.3288,-0.4311,0.4894,-0.4806,-0.5621,-0.5621,0.3424,-0.1986,-0.3288,-0.0955,0.4735,0.2414,0.1379,0.2885,0.1060,0.1379,0.2401,-0.3288,-0.3288,0.1379,0.2687,0.2400,0.2401,0.1379,0.4735,0.7747,0.1379,0.2401,-0.0041,0.2401,0.5609,-0.3288,-0.3288,0.8090,0.2401,0.4735,-0.0842,0.5390,-0.0955,-0.3525,0.8090,0.4735,0.2401,0.3424,-0.5621,-0.3375,-0.2267,0.2400,0.0068,-0.0955,0.1379
더시마사리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
핫삼,-0.8085,-0.6962,0.3758,0.8493,0.5825,-0.0367,0.4538,0.0641,-0.2511,0.8563,0.5353,0.3241,0.8196,-0.0443,0.5062,0.0641,-0.4179,-0.8977,-0.2296,0.2989,-0.8977,1.0000,-0.2296,-0.0352,-0.6292,-0.2701,-0.7872,-0.4715,0.9353,-0.7425,0.0707,-0.8977,-0.4179,0.8678,0.0641,-0.7985,0.6893,-0.6644,0.3758,0.0209,0.9905,0.5308,0.8333,0,0.8651,0.0440,-0.7985,0.8678,0.6906,0.1997,-0.7049,0.3932,-0.7505,0.8630,0.7656,0.8630,0.6263,0.8630,-0.7049,0.0560,0.9561,0.9623,0.9496,0.4945,-0.4029,0.9623,0.1997,-0.6056,0.1379,0.0038,0.4141,0.9623,0.3307,1.0000,-0.2005,0.9644,1.0000,-0.2559,0.0526,0.5974,0.3984,0.0641,0.9623,-0.3288,0.7648,0.6311,0.0038,0.7203,-0.3556,0.7328,0.9449,0.0526,0.9350,-0.6644,-0.6622,-0.1567,0.9604,-0.2296,0.4330,0.7019
오롱털,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
